Crop,Season,State,Annual_Rainfall,Fertilizer,Pesticide
Bajra,Kharif     ,Puducherry,1434.5875,18042.1,45.9
Banana,Whole Year ,Puducherry,1434.5875,29928.66,76.14
Black pepper,Whole Year ,Puducherry,1434.5875,1273.56,3.24
Cashewnut,Whole Year ,Puducherry,1434.5875,22287.3,56.7
Coconut ,Whole Year ,Puducherry,1434.5875,234971.82,597.78
Coriander,Whole Year ,Puducherry,1434.5875,318.39,0.81
Cotton(lint),Kharif     ,Puducherry,1434.5875,37888.41,96.39
Dry chillies,Whole Year ,Puducherry,1434.5875,1167.43,2.97
Ginger,Kharif     ,Puducherry,1434.5875,14115.29,35.91
Groundnut,Kharif     ,Puducherry,1434.5875,95304.74,242.46
Jowar,Kharif     ,Puducherry,1434.5875,318.39,0.81
Moong(Green Gram),Rabi       ,Puducherry,1434.5875,260336.89,662.31
Onion,Whole Year ,Puducherry,1434.5875,1485.82,3.78
Other  Rabi pulses,Rabi       ,Puducherry,1434.5875,6686.19,17.01
Ragi,Kharif     ,Puducherry,1434.5875,13160.12,33.48
Rapeseed &Mustard,Rabi       ,Puducherry,1434.5875,6792.32,17.28
Rice,Kharif     ,Puducherry,1434.5875,2700371.72,6869.88
Sugarcane,Whole Year ,Puducherry,1434.5875,296951.74,755.46
Tapioca,Whole Year ,Puducherry,1434.5875,38737.45,98.55
Urad,Rabi       ,Puducherry,1434.5875,335264.67,852.93
Arecanut,Whole Year ,West Bengal,2318.1,814760.01,2072.79
Arhar/Tur,Kharif     ,West Bengal,2318.1,326562.01,830.79
Bajra,Kharif     ,West Bengal,2318.1,15494.98,39.42
Barley,Rabi       ,West Bengal,2318.1,538822.01,1370.79
Cardamom,Whole Year ,West Bengal,2318.1,305123.75,776.25
Castor seed,Kharif     ,West Bengal,2318.1,3714.55,9.45
Coconut ,Whole Year ,West Bengal,2318.1,2570044.08,6538.32
Cotton(lint),Kharif     ,West Bengal,2318.1,79597.5,202.5
Dry chillies,Autumn     ,West Bengal,2318.1,1788184.37,4549.23
Dry chillies,Rabi       ,West Bengal,2318.1,4913076.09,12499.11
Ginger,Kharif     ,West Bengal,2318.1,972681.45,2474.55
Gram,Rabi       ,West Bengal,2318.1,2824968.34,7186.86
Groundnut,Kharif     ,West Bengal,2318.1,509848.52,1297.08
Groundnut,Rabi       ,West Bengal,2318.1,647180.74,1646.46
Groundnut,Summer     ,West Bengal,2318.1,2465718.29,6272.91
Horse-gram,Rabi       ,West Bengal,2318.1,459118.38,1168.02
Jowar,Kharif     ,West Bengal,2318.1,122686.28,312.12
Jute,Kharif     ,West Bengal,2318.1,65155647.99,165759.21
Khesari,Rabi       ,West Bengal,2318.1,2450647.83,6234.57
Linseed,Rabi       ,West Bengal,2318.1,1045911.15,2660.85
Maize,Kharif     ,West Bengal,2318.1,3728240.77,9484.83
Masoor,Rabi       ,West Bengal,2318.1,6236198.8,15865.2
Mesta,Kharif     ,West Bengal,2318.1,940736.32,2393.28
Moong(Green Gram),Kharif     ,West Bengal,2318.1,61343.14,156.06
Moong(Green Gram),Rabi       ,West Bengal,2318.1,252058.75,641.25
Moong(Green Gram),Summer     ,West Bengal,2318.1,843415.11,2145.69
Niger seed,Kharif     ,West Bengal,2318.1,714573.29,1817.91
Other Kharif pulses,Kharif     ,West Bengal,2318.1,83099.79,211.41
Peas & beans (Pulses),Rabi       ,West Bengal,2318.1,747261.33,1901.07
Potato,Summer     ,West Bengal,2318.1,262990.14,669.06
Potato,Winter     ,West Bengal,2318.1,33258276.49,84610.71
Ragi,Kharif     ,West Bengal,2318.1,1325457.57,3372.03
Rapeseed &Mustard,Rabi       ,West Bengal,2318.1,36716840.93,93409.47
Rice,Autumn     ,West Bengal,2318.1,45333960.15,115331.85
Rice,Summer     ,West Bengal,2318.1,156471491.9,398071.26
Rice,Winter     ,West Bengal,2318.1,450940639,1147215.42
Safflower,Rabi       ,West Bengal,2318.1,6367.8,16.2
Sannhamp,Autumn     ,West Bengal,2318.1,153676.24,390.96
Sannhamp,Rabi       ,West Bengal,2318.1,11355.91,28.89
Sesamum,Autumn     ,West Bengal,2318.1,94561.83,240.57
Sesamum,Summer     ,West Bengal,2318.1,10829929.72,27551.88
Sesamum,Winter     ,West Bengal,2318.1,266386.3,677.7
Small millets,Kharif     ,West Bengal,2318.1,392893.26,999.54
Small millets,Rabi       ,West Bengal,2318.1,159725.65,406.35
Soyabean,Kharif     ,West Bengal,2318.1,77474.9,197.1
Sugarcane,Whole Year ,West Bengal,2318.1,2428572.79,6178.41
Sunflower,Kharif     ,West Bengal,2318.1,15919.5,40.5
Tobacco,Whole Year ,West Bengal,2318.1,1214339.46,3089.34
Turmeric,Whole Year ,West Bengal,2318.1,1409724.79,3586.41
Urad,Kharif     ,West Bengal,2318.1,6394757.02,16268.58
Urad,Rabi       ,West Bengal,2318.1,1966270.51,5002.29
Wheat,Rabi       ,West Bengal,2318.1,38647770.15,98321.85
Arecanut,Whole Year ,Andhra Pradesh,935.6,25720.54,68.12
Arhar/Tur,Kharif     ,Andhra Pradesh,935.6,49808120.22,131915.16
Arhar/Tur,Rabi       ,Andhra Pradesh,935.6,598640.66,1585.48
Bajra,Kharif     ,Andhra Pradesh,935.6,12710560.75,33663.5
Bajra,Rabi       ,Andhra Pradesh,935.6,1396860.93,3699.54
Banana,Whole Year ,Andhra Pradesh,935.6,4815336.67,12753.26
Cashewnut,Whole Year ,Andhra Pradesh,935.6,14265573.55,37781.9
Castor seed,Kharif     ,Andhra Pradesh,935.6,39126733.37,103625.86
Coconut ,Whole Year ,Andhra Pradesh,935.6,10076757.82,26687.96
Coriander,Whole Year ,Andhra Pradesh,935.6,5737152.97,15194.66
Cotton(lint),Kharif     ,Andhra Pradesh,935.6,100302350.6,265647.46
Dry chillies,Kharif     ,Andhra Pradesh,935.6,18037853.97,47772.66
Dry chillies,Rabi       ,Andhra Pradesh,935.6,5326900.54,14108.12
Ginger,Whole Year ,Andhra Pradesh,935.6,228637.93,605.54
Gram,Kharif     ,Andhra Pradesh,935.6,9817,26
Gram,Rabi       ,Andhra Pradesh,935.6,19708903.71,52198.38
Groundnut,Kharif     ,Andhra Pradesh,935.6,157204431.3,416350.74
Groundnut,Rabi       ,Andhra Pradesh,935.6,26748183.56,70841.68
Horse-gram,Kharif     ,Andhra Pradesh,935.6,1357102.08,3594.24
Horse-gram,Rabi       ,Andhra Pradesh,935.6,6360336.13,16845.14
Jowar,Kharif     ,Andhra Pradesh,935.6,32635143.95,86433.1
Jowar,Rabi       ,Andhra Pradesh,935.6,33818877.81,89568.18
Linseed,Rabi       ,Andhra Pradesh,935.6,538560.62,1426.36
Maize,Kharif     ,Andhra Pradesh,935.6,42266504.48,111941.44
Maize,Rabi       ,Andhra Pradesh,935.6,9534564.91,25251.98
Mesta,Kharif     ,Andhra Pradesh,935.6,7639883.91,20233.98
Moong(Green Gram),Kharif     ,Andhra Pradesh,935.6,38484308.89,101924.42
Moong(Green Gram),Rabi       ,Andhra Pradesh,935.6,12601592.05,33374.9
Niger seed,Kharif     ,Andhra Pradesh,935.6,1811432.84,4797.52
Onion,Kharif     ,Andhra Pradesh,935.6,1674583.86,4435.08
Onion,Rabi       ,Andhra Pradesh,935.6,1300556.16,3444.48
Other  Rabi pulses,Rabi       ,Andhra Pradesh,935.6,1394014,3692
Other Kharif pulses,Kharif     ,Andhra Pradesh,935.6,1948674.5,5161
Potato,Whole Year ,Andhra Pradesh,935.6,244345.13,647.14
Ragi,Kharif     ,Andhra Pradesh,935.6,8196409.64,21707.92
Ragi,Rabi       ,Andhra Pradesh,935.6,1547159.2,4097.6
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,935.6,439997.94,1165.32
Rice,Kharif     ,Andhra Pradesh,935.6,294870578.4,780954.98
Rice,Rabi       ,Andhra Pradesh,935.6,121637833,322153.78
Safflower,Rabi       ,Andhra Pradesh,935.6,1590157.66,4211.48
Sesamum,Kharif     ,Andhra Pradesh,935.6,14110661.29,37371.62
Sesamum,Rabi       ,Andhra Pradesh,935.6,3835109.22,10157.16
Small millets,Kharif     ,Andhra Pradesh,935.6,6358078.22,16839.16
Small millets,Rabi       ,Andhra Pradesh,935.6,192511.37,509.86
Sugarcane,Whole Year ,Andhra Pradesh,935.6,23281015.5,61659
Sunflower,Kharif     ,Andhra Pradesh,935.6,19365112.37,51287.86
Sweet potato,Whole Year ,Andhra Pradesh,935.6,190253.46,503.88
Tapioca,Whole Year ,Andhra Pradesh,935.6,2111244.02,5591.56
Tobacco,Whole Year ,Andhra Pradesh,935.6,12383556.48,32797.44
Urad,Kharif     ,Andhra Pradesh,935.6,9760355.91,25849.98
Urad,Rabi       ,Andhra Pradesh,935.6,44752168.88,118524.64
Wheat,Rabi       ,Andhra Pradesh,935.6,1400002.37,3707.86
Arecanut,Whole Year ,Assam,1965.5,7189676.29,19041.62
Arhar/Tur,Kharif     ,Assam,1965.5,714677.6,1892.8
Banana,Whole Year ,Assam,1965.5,4175562.78,11058.84
Castor seed,Kharif     ,Assam,1965.5,163158.54,432.12
Coconut ,Whole Year ,Assam,1965.5,2053029.21,5437.38
Cotton(lint),Kharif     ,Assam,1965.5,164238.41,434.98
Dry chillies,Whole Year ,Assam,1965.5,1441920.96,3818.88
Gram,Rabi       ,Assam,1965.5,261230.37,691.86
Jute,Kharif     ,Assam,1965.5,6824091.21,18073.38
Linseed,Rabi       ,Assam,1965.5,1001923.02,2653.56
Maize,Kharif     ,Assam,1965.5,1987058.97,5262.66
Mesta,Kharif     ,Assam,1965.5,495660.33,1312.74
Niger seed,Kharif     ,Assam,1965.5,887849.48,2351.44
Onion,Whole Year ,Assam,1965.5,722433.03,1913.34
Other  Rabi pulses,Rabi       ,Assam,1965.5,9961702.58,26383.24
Potato,Whole Year ,Assam,1965.5,7903077.68,20931.04
Rapeseed &Mustard,Rabi       ,Assam,1965.5,26943640.03,71359.34
Rice,Autumn     ,Assam,1965.5,52978913.05,140312.9
Rice,Summer     ,Assam,1965.5,32322963.35,85606.3
Rice,Winter     ,Assam,1965.5,174473319.7,462086.82
Sesamum,Kharif     ,Assam,1965.5,1468623.2,3889.6
Small millets,Kharif     ,Assam,1965.5,1039718.47,2753.66
Sugarcane,Whole Year ,Assam,1965.5,2627814.56,6959.68
Sweet potato,Whole Year ,Assam,1965.5,859674.69,2276.82
Tapioca,Whole Year ,Assam,1965.5,280668.03,743.34
Tobacco,Whole Year ,Assam,1965.5,125461.26,332.28
Turmeric,Whole Year ,Assam,1965.5,1141324.42,3022.76
Wheat,Rabi       ,Assam,1965.5,6901449.17,18278.26
Arecanut,Whole Year ,Goa,3886.9,157072,416
Banana,Whole Year ,Goa,3886.9,196340,520
Black pepper,Whole Year ,Goa,3886.9,47121.6,124.8
Cashewnut,Whole Year ,Goa,3886.9,5278306.39,13979.42
Coconut ,Whole Year ,Goa,3886.9,2456704.25,6506.5
Groundnut,Kharif     ,Goa,3886.9,35341.2,93.6
Groundnut,Rabi       ,Goa,3886.9,139499.57,369.46
Other  Rabi pulses,Rabi       ,Goa,3886.9,993578.57,2631.46
Other Kharif pulses,Kharif     ,Goa,3886.9,63810.5,169
Ragi,Kharif     ,Goa,3886.9,49085,130
Rice,Kharif     ,Goa,3886.9,4024970,10660
Rice,Rabi       ,Goa,3886.9,1591041.19,4213.82
Sugarcane,Whole Year ,Goa,3886.9,122712.5,325
Arecanut,Whole Year ,Karnataka,1213.3,11691359.81,30964.18
Arhar/Tur,Kharif     ,Karnataka,1213.3,57209843.71,151518.38
Bajra,Kharif     ,Karnataka,1213.3,45261082.16,119872.48
Bajra,Rabi       ,Karnataka,1213.3,15707.2,41.6
Bajra,Summer     ,Karnataka,1213.3,89629.21,237.38
Banana,Whole Year ,Karnataka,1213.3,3468836.95,9187.1
Black pepper,Whole Year ,Karnataka,1213.3,711634.33,1884.74
Cardamom,Whole Year ,Karnataka,1213.3,1951717.77,5169.06
Castor seed,Kharif     ,Karnataka,1213.3,2981030.22,7895.16
Coconut ,Whole Year ,Karnataka,1213.3,32984727.32,87358.96
Coriander,Whole Year ,Karnataka,1213.3,964912.93,2555.54
Cotton(lint),Kharif     ,Karnataka,1213.3,54166573.71,143458.38
Dry chillies,Whole Year ,Karnataka,1213.3,16975360.06,44958.68
Garlic,Whole Year ,Karnataka,1213.3,584013.33,1546.74
Ginger,Kharif     ,Karnataka,1213.3,1056112.86,2797.08
Gram,Rabi       ,Karnataka,1213.3,36271164.41,96062.98
Groundnut,Kharif     ,Karnataka,1213.3,86744091.87,229738.86
Groundnut,Rabi       ,Karnataka,1213.3,17651358.68,46749.04
Horse-gram,Kharif     ,Karnataka,1213.3,15899515.03,42109.34
Horse-gram,Rabi       ,Karnataka,1213.3,13077520.21,34635.38
Jowar,Kharif     ,Karnataka,1213.3,39558779.54,104770.12
Jowar,Rabi       ,Karnataka,1213.3,134828837.7,357089.72
Jowar,Summer     ,Karnataka,1213.3,577043.26,1528.28
Linseed,Rabi       ,Karnataka,1213.3,1704722.05,4514.9
Maize,Kharif     ,Karnataka,1213.3,58891495.81,155972.18
Maize,Rabi       ,Karnataka,1213.3,5673931.49,15027.22
Maize,Summer     ,Karnataka,1213.3,1096068.05,2902.9
Mesta,Kharif     ,Karnataka,1213.3,420952.96,1114.88
Moong(Green Gram),Kharif     ,Karnataka,1213.3,42738800.35,113192.3
Moong(Green Gram),Rabi       ,Karnataka,1213.3,1519082.58,4023.24
Niger seed,Kharif     ,Karnataka,1213.3,4303969.14,11398.92
Onion,Whole Year ,Karnataka,1213.3,11815544.86,31293.08
Other  Rabi pulses,Rabi       ,Karnataka,1213.3,3285553.56,8701.68
Other Kharif pulses,Kharif     ,Karnataka,1213.3,16621359.04,44021.12
Potato,Whole Year ,Karnataka,1213.3,3759714.66,9957.48
Ragi,Kharif     ,Karnataka,1213.3,96545875.52,255698.56
Ragi,Rabi       ,Karnataka,1213.3,2794310.88,7400.64
Ragi,Summer     ,Karnataka,1213.3,1058370.77,2803.06
Rapeseed &Mustard,Rabi       ,Karnataka,1213.3,749724.29,1985.62
Rice,Kharif     ,Karnataka,1213.3,110004295.3,291342.74
Rice,Rabi       ,Karnataka,1213.3,5105330.85,13521.3
Rice,Summer     ,Karnataka,1213.3,30520267.64,80831.92
Safflower,Rabi       ,Karnataka,1213.3,9183410.82,24321.96
Sannhamp,Whole Year ,Karnataka,1213.3,139794.08,370.24
Sesamum,Kharif     ,Karnataka,1213.3,9580312.13,25373.14
Small millets,Kharif     ,Karnataka,1213.3,7013951.99,18576.22
Soyabean,Kharif     ,Karnataka,1213.3,6140828.01,16263.78
Sugarcane,Whole Year ,Karnataka,1213.3,40950731.97,108456.66
Sunflower,Kharif     ,Karnataka,1213.3,18469703.8,48916.4
Sunflower,Rabi       ,Karnataka,1213.3,25637291.84,67899.52
Sunflower,Summer     ,Karnataka,1213.3,2797746.83,7409.74
Sweet potato,Whole Year ,Karnataka,1213.3,343693.17,910.26
Tapioca,Whole Year ,Karnataka,1213.3,101115.1,267.8
Tobacco,Whole Year ,Karnataka,1213.3,6921377.68,18331.04
Turmeric,Whole Year ,Karnataka,1213.3,908170.67,2405.26
Urad,Kharif     ,Karnataka,1213.3,13128175.93,34769.54
Urad,Rabi       ,Karnataka,1213.3,1170579.08,3100.24
Wheat,Rabi       ,Karnataka,1213.3,26143652.7,69240.6
Arecanut,Whole Year ,Kerala,2412.6,8576131.2,22713.6
Banana,Whole Year ,Kerala,2412.6,4423442.03,11715.34
Black pepper,Whole Year ,Kerala,2412.6,19843396.61,52554.58
Cardamom,Whole Year ,Kerala,2412.6,4053242.96,10734.88
Cashewnut,Whole Year ,Kerala,2412.6,9043616.74,23951.72
Coconut ,Whole Year ,Kerala,2412.6,90884117.11,240703.58
Cotton(lint),Kharif     ,Kerala,2412.6,377659.99,1000.22
Garlic,Whole Year ,Kerala,2412.6,52815.46,139.88
Ginger,Whole Year ,Kerala,2412.6,1139950.04,3019.12
Groundnut,Kharif     ,Kerala,2412.6,360971.09,956.02
Jowar,Kharif     ,Kerala,2412.6,45452.71,120.38
Ragi,Kharif     ,Kerala,2412.6,191922.35,508.3
Rice,Autumn     ,Kerala,2412.6,12737753.84,33735.52
Rice,Summer     ,Kerala,2412.6,5424677.86,14367.08
Rice,Winter     ,Kerala,2412.6,15947225.65,42235.7
Sesamum,Kharif     ,Kerala,2412.6,196536.34,520.52
Sugarcane,Whole Year ,Kerala,2412.6,330538.39,875.42
Sweet potato,Whole Year ,Kerala,2412.6,80106.72,212.16
Tapioca,Whole Year ,Kerala,2412.6,11251165.53,29798.34
Tobacco,Whole Year ,Kerala,2412.6,20910.21,55.38
Turmeric,Whole Year ,Kerala,2412.6,405147.59,1073.02
Arecanut,Whole Year ,Meghalaya,6258.8,1097933.28,2907.84
Arhar/Tur,Kharif     ,Meghalaya,6258.8,84720.71,224.38
Banana,Whole Year ,Meghalaya,6258.8,527860.09,1398.02
Castor seed,Kharif     ,Meghalaya,6258.8,2257.91,5.98
Cotton(lint),Kharif     ,Meghalaya,6258.8,720567.8,1908.4
Dry chillies,Whole Year ,Meghalaya,6258.8,177687.7,470.6
Ginger,Kharif     ,Meghalaya,6258.8,766805.87,2030.86
Gram,Rabi       ,Meghalaya,6258.8,45452.71,120.38
Jute,Kharif     ,Meghalaya,6258.8,414277.4,1097.2
Linseed,Rabi       ,Meghalaya,6258.8,5301.18,14.04
Maize,Kharif     ,Meghalaya,6258.8,1659662.02,4395.56
Mesta,Kharif     ,Meghalaya,6258.8,455017.95,1205.1
Other  Rabi pulses,Rabi       ,Meghalaya,6258.8,201052.16,532.48
Potato,Whole Year ,Meghalaya,6258.8,1798278.06,4762.68
Rapeseed &Mustard,Rabi       ,Meghalaya,6258.8,699559.42,1852.76
Rice,Kharif     ,Meghalaya,6258.8,10077837.69,26690.82
Rice,Rabi       ,Meghalaya,6258.8,392974.51,1040.78
Sesamum,Kharif     ,Meghalaya,6258.8,129289.89,342.42
Small millets,Kharif     ,Meghalaya,6258.8,274876,728
Soyabean,Kharif     ,Meghalaya,6258.8,96501.11,255.58
Sugarcane,Whole Year ,Meghalaya,6258.8,8442.62,22.36
Sweet potato,Whole Year ,Meghalaya,6258.8,504888.31,1337.18
Tapioca,Whole Year ,Meghalaya,6258.8,403478.7,1068.6
Tobacco,Whole Year ,Meghalaya,6258.8,68719,182
Turmeric,Whole Year ,Meghalaya,6258.8,149512.91,395.98
Wheat,Rabi       ,Meghalaya,6258.8,413786.55,1095.9
Arecanut,Whole Year ,Puducherry,1434.5875,6381.05,16.9
Bajra,Kharif     ,Puducherry,1434.5875,18259.62,48.36
Banana,Whole Year ,Puducherry,1434.5875,23462.63,62.14
Black pepper,Whole Year ,Puducherry,1434.5875,1178.04,3.12
Cashewnut,Whole Year ,Puducherry,1434.5875,19830.34,52.52
Coconut ,Whole Year ,Puducherry,1434.5875,219213.61,580.58
Coriander,Whole Year ,Puducherry,1434.5875,98.17,0.26
Cotton(lint),Kharif     ,Puducherry,1434.5875,44372.84,117.52
Dry chillies,Whole Year ,Puducherry,1434.5875,981.7,2.6
Ginger,Kharif     ,Puducherry,1434.5875,22284.59,59.02
Groundnut,Kharif     ,Puducherry,1434.5875,115349.75,305.5
Jowar,Kharif     ,Puducherry,1434.5875,589.02,1.56
Moong(Green Gram),Kharif     ,Puducherry,1434.5875,243461.6,644.8
Moong(Green Gram),Rabi       ,Puducherry,1434.5875,243461.6,644.8
Onion,Whole Year ,Puducherry,1434.5875,1276.21,3.38
Other  Rabi pulses,Rabi       ,Puducherry,1434.5875,6282.88,16.64
Ragi,Kharif     ,Puducherry,1434.5875,12271.25,32.5
Rapeseed &Mustard,Rabi       ,Puducherry,1434.5875,6184.71,16.38
Rice,Kharif     ,Puducherry,1434.5875,4199614.43,11122.54
Sugarcane,Whole Year ,Puducherry,1434.5875,241890.88,640.64
Tapioca,Whole Year ,Puducherry,1434.5875,33574.14,88.92
Urad,Kharif     ,Puducherry,1434.5875,332992.64,881.92
Urad,Rabi       ,Puducherry,1434.5875,332992.64,881.92
Arecanut,Whole Year ,West Bengal,1907.7,763075.41,2020.98
Arhar/Tur,Kharif     ,West Bengal,1907.7,870571.56,2305.68
Bajra,Kharif     ,West Bengal,1907.7,30727.21,81.38
Barley,Rabi       ,West Bengal,1907.7,340748.07,902.46
Castor seed,Kharif     ,West Bengal,1907.7,9817,26
Coconut ,Whole Year ,West Bengal,1907.7,2406244.87,6372.86
Cotton(lint),Kharif     ,West Bengal,1907.7,116625.96,308.88
Dry chillies,Whole Year ,West Bengal,1907.7,6037258.66,15989.48
Ginger,Kharif     ,West Bengal,1907.7,915729.76,2425.28
Gram,Rabi       ,West Bengal,1907.7,5368426.45,14218.1
Groundnut,Kharif     ,West Bengal,1907.7,198303.4,525.2
Groundnut,Rabi       ,West Bengal,1907.7,835721.21,2213.38
Groundnut,Summer     ,West Bengal,1907.7,2526993.97,6692.66
Horse-gram,Rabi       ,West Bengal,1907.7,423210.87,1120.86
Jowar,Kharif     ,West Bengal,1907.7,99740.72,264.16
Jute,Kharif     ,West Bengal,1907.7,60177620.98,159378.44
Khesari,Rabi       ,West Bengal,1907.7,3928567.06,10404.68
Linseed,Rabi       ,West Bengal,1907.7,1165179.73,3085.94
Maize,Kharif     ,West Bengal,1907.7,3462161.39,9169.42
Masoor,Rabi       ,West Bengal,1907.7,7460330.98,19758.44
Mesta,Kharif     ,West Bengal,1907.7,1069169.47,2831.66
Moong(Green Gram),Kharif     ,West Bengal,1907.7,62337.95,165.1
Moong(Green Gram),Rabi       ,West Bengal,1907.7,236589.7,626.6
Moong(Green Gram),Summer     ,West Bengal,1907.7,804699.49,2131.22
Niger seed,Kharif     ,West Bengal,1907.7,674820.58,1787.24
Other Kharif pulses,Kharif     ,West Bengal,1907.7,80990.25,214.5
Peas & beans (Pulses),Rabi       ,West Bengal,1907.7,720371.46,1907.88
Potato,Whole Year ,West Bengal,1907.7,29418014.88,77912.64
Ragi,Kharif     ,West Bengal,1907.7,1241948.67,3289.26
Rapeseed &Mustard,Rabi       ,West Bengal,1907.7,42801923.66,113359.48
Rice,Autumn     ,West Bengal,1907.7,38673482.48,102425.44
Rice,Summer     ,West Bengal,1907.7,137618731,364478.66
Rice,Winter     ,West Bengal,1907.7,357293445.5,946279.88
Safflower,Rabi       ,West Bengal,1907.7,2846.93,7.54
Sannhamp,Whole Year ,West Bengal,1907.7,149120.23,394.94
Sesamum,Whole Year ,West Bengal,1907.7,10519995.37,27861.86
Small millets,Kharif     ,West Bengal,1907.7,300498.37,795.86
Small millets,Rabi       ,West Bengal,1907.7,126148.45,334.1
Soyabean,Kharif     ,West Bengal,1907.7,52815.46,139.88
Sugarcane,Whole Year ,West Bengal,1907.7,2121355.53,5618.34
Sunflower,Kharif     ,West Bengal,1907.7,24149.82,63.96
Tobacco,Whole Year ,West Bengal,1907.7,1026465.52,2718.56
Turmeric,Whole Year ,West Bengal,1907.7,1363090.45,3610.1
Urad,Kharif     ,West Bengal,1907.7,5520393.61,14620.58
Urad,Rabi       ,West Bengal,1907.7,1360636.2,3603.6
Wheat,Rabi       ,West Bengal,1907.7,41820420,110760
Arecanut,Whole Year ,Andhra Pradesh,928.4,27370.84,69.68
Arhar/Tur,Kharif     ,Andhra Pradesh,928.4,42322774.13,107744.26
Arhar/Tur,Rabi       ,Andhra Pradesh,928.4,555485.07,1414.14
Bajra,Kharif     ,Andhra Pradesh,928.4,8359442.63,21281.26
Bajra,Rabi       ,Andhra Pradesh,928.4,989026.92,2517.84
Banana,Whole Year ,Andhra Pradesh,928.4,5158279.91,13131.82
Cashewnut,Whole Year ,Andhra Pradesh,928.4,15050898.1,38316.2
Castor seed,Kharif     ,Andhra Pradesh,928.4,28962536.05,73732.1
Coconut ,Whole Year ,Andhra Pradesh,928.4,10646439.72,27103.44
Coriander,Whole Year ,Andhra Pradesh,928.4,5914654.69,15057.38
Cotton(lint),Kharif     ,Andhra Pradesh,928.4,113144924.8,288041.52
Dry chillies,Kharif     ,Andhra Pradesh,928.4,17429607.93,44371.86
Dry chillies,Rabi       ,Andhra Pradesh,928.4,5532075.71,14083.42
Ginger,Whole Year ,Andhra Pradesh,928.4,260125.11,662.22
Gram,Kharif     ,Andhra Pradesh,928.4,9293.83,23.66
Gram,Rabi       ,Andhra Pradesh,928.4,29115833.18,74122.36
Groundnut,Kharif     ,Andhra Pradesh,928.4,146930856.5,374052.9
Groundnut,Rabi       ,Andhra Pradesh,928.4,25783024.89,65637.78
Horse-gram,Kharif     ,Andhra Pradesh,928.4,1165507.56,2967.12
Horse-gram,Rabi       ,Andhra Pradesh,928.4,7039514.51,17921.02
Jowar,Kharif     ,Andhra Pradesh,928.4,30568121.78,77819.56
Jowar,Rabi       ,Andhra Pradesh,928.4,34726548.99,88405.98
Linseed,Rabi       ,Andhra Pradesh,928.4,599707.36,1526.72
Maize,Kharif     ,Andhra Pradesh,928.4,34472245.29,87758.58
Maize,Rabi       ,Andhra Pradesh,928.4,9268501.76,23595.52
Mesta,Kharif     ,Andhra Pradesh,928.4,8062346.46,20524.92
Moong(Green Gram),Kharif     ,Andhra Pradesh,928.4,34554357.81,87967.62
Moong(Green Gram),Rabi       ,Andhra Pradesh,928.4,14063096.74,35801.48
Niger seed,Kharif     ,Andhra Pradesh,928.4,1949661.7,4963.4
Onion,Kharif     ,Andhra Pradesh,928.4,1811377.68,4611.36
Onion,Rabi       ,Andhra Pradesh,928.4,1438909.57,3663.14
Other  Rabi pulses,Rabi       ,Andhra Pradesh,928.4,1404287.5,3575
Other Kharif pulses,Kharif     ,Andhra Pradesh,928.4,1770015.03,4506.06
Potato,Whole Year ,Andhra Pradesh,928.4,239801.24,610.48
Ragi,Kharif     ,Andhra Pradesh,928.4,7019701.29,17870.58
Ragi,Rabi       ,Andhra Pradesh,928.4,1327077.22,3378.44
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,928.4,250422.76,637.52
Rice,Kharif     ,Andhra Pradesh,928.4,247774835.5,630778.98
Rice,Rabi       ,Andhra Pradesh,928.4,142846575.6,363655.24
Safflower,Rabi       ,Andhra Pradesh,928.4,2014820.64,5129.28
Sesamum,Kharif     ,Andhra Pradesh,928.4,9483893.93,24143.86
Sesamum,Rabi       ,Andhra Pradesh,928.4,4031581.75,10263.5
Small millets,Kharif     ,Andhra Pradesh,928.4,5757068.1,14656.2
Small millets,Rabi       ,Andhra Pradesh,928.4,95083.03,242.06
